,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,WHH,WHD,WHA,H_ATT,H_MID,H_DEF,H_OVR,A_ATT,A_MID,A_DEF,A_OVR
625,2009/2010,09/02/10,Wigan,Stoke,1.0,1.0,D,1.0,0.0,H,A Marriner,16.0,10.0,11.0,6.0,12.0,7.0,9.0,5.0,2.0,3.0,0.0,0.0,2.15,3.2,3.5,74.0,74.0,74.0,74.0,76.0,72.0,75.0,73.0
626,2009/2010,10/02/10,Arsenal,Liverpool,1.0,0.0,H,0.0,0.0,D,H Webb,11.0,9.0,6.0,7.0,19.0,13.0,3.0,6.0,3.0,2.0,0.0,0.0,2.0,3.3,3.75,85.0,82.0,82.0,81.0,88.0,82.0,81.0,82.0
627,2009/2010,10/02/10,Aston Villa,Man United,1.0,1.0,D,1.0,1.0,D,P Walton,10.0,12.0,6.0,6.0,9.0,10.0,1.0,7.0,0.0,1.0,0.0,1.0,4.0,3.5,1.91,82.0,79.0,76.0,79.0,86.0,81.0,84.0,82.0
628,2009/2010,10/02/10,Blackburn,Hull,1.0,0.0,H,1.0,0.0,H,L Probert,20.0,7.0,10.0,4.0,14.0,13.0,6.0,6.0,1.0,3.0,0.0,1.0,1.83,3.4,4.5,75.0,75.0,75.0,75.0,70.0,72.0,73.0,73.0
629,2009/2010,10/02/10,Everton,Chelsea,2.0,1.0,H,1.0,1.0,D,A Wiley,7.0,14.0,5.0,5.0,13.0,15.0,5.0,6.0,1.0,2.0,0.0,0.0,5.0,3.5,1.73,80.0,77.0,79.0,79.0,85.0,84.0,84.0,83.0
630,2009/2010,10/02/10,West Ham,Birmingham,2.0,0.0,H,1.0,0.0,H,M Dean,13.0,9.0,10.0,4.0,12.0,9.0,3.0,6.0,1.0,2.0,0.0,0.0,2.25,3.3,3.2,76.0,76.0,75.0,76.0,73.0,75.0,71.0,74.0
631,2009/2010,10/02/10,Wolves,Tottenham,1.0,0.0,H,1.0,0.0,H,M Clattenburg,8.0,10.0,4.0,4.0,15.0,10.0,5.0,7.0,2.0,1.0,0.0,0.0,4.33,3.5,1.83,75.0,72.0,69.0,72.0,81.0,78.0,78.0,79.0
632,2009/2010,16/02/10,Stoke,Man City,1.0,1.0,D,0.0,0.0,D,A Wiley,8.0,9.0,5.0,3.0,21.0,14.0,3.0,3.0,3.0,3.0,1.0,0.0,3.1,3.3,2.3,76.0,72.0,75.0,73.0,84.0,80.0,80.0,81.0
633,2009/2010,17/02/10,Wigan,Bolton,0.0,0.0,D,0.0,0.0,D,H Webb,10.0,8.0,1.0,0.0,6.0,9.0,4.0,9.0,0.0,1.0,0.0,0.0,2.3,3.2,3.2,74.0,74.0,74.0,74.0,77.0,75.0,73.0,75.0
634,2009/2010,20/02/10,Arsenal,Sunderland,2.0,0.0,H,1.0,0.0,H,S Bennett,16.0,6.0,10.0,4.0,8.0,10.0,7.0,1.0,1.0,5.0,0.0,0.0,1.2,5.5,12.0,85.0,82.0,82.0,81.0,78.0,77.0,74.0,75.0
635,2009/2010,20/02/10,Everton,Man United,3.0,1.0,H,1.0,1.0,D,H Webb,11.0,11.0,7.0,5.0,12.0,10.0,4.0,12.0,5.0,1.0,0.0,0.0,4.6,3.25,1.73,80.0,77.0,79.0,79.0,86.0,81.0,84.0,82.0
636,2009/2010,20/02/10,Portsmouth,Stoke,1.0,2.0,A,1.0,0.0,H,M Dean,15.0,14.0,12.0,7.0,10.0,10.0,7.0,7.0,2.0,1.0,0.0,1.0,2.3,3.25,2.8,75.0,74.0,74.0,75.0,76.0,72.0,75.0,73.0
637,2009/2010,20/02/10,West Ham,Hull,3.0,0.0,H,1.0,0.0,H,M Atkinson,20.0,7.0,12.0,3.0,13.0,12.0,9.0,2.0,1.0,1.0,0.0,1.0,1.75,3.3,4.4,76.0,76.0,75.0,76.0,70.0,72.0,73.0,73.0
638,2009/2010,20/02/10,Wolves,Chelsea,0.0,2.0,A,0.0,1.0,A,K Friend,11.0,7.0,7.0,2.0,12.0,14.0,1.0,5.0,0.0,1.0,0.0,0.0,10.0,4.5,1.28,75.0,72.0,69.0,72.0,85.0,84.0,84.0,83.0
639,2009/2010,21/02/10,Aston Villa,Burnley,5.0,2.0,H,1.0,1.0,D,S Attwell,15.0,13.0,8.0,10.0,5.0,12.0,9.0,5.0,0.0,3.0,0.0,0.0,1.35,4.33,8.0,82.0,79.0,76.0,79.0,75.0,72.0,70.0,72.0
640,2009/2010,21/02/10,Blackburn,Bolton,3.0,0.0,H,1.0,0.0,H,C Foy,12.0,10.0,7.0,7.0,15.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0,1.95,3.25,3.6,75.0,75.0,75.0,75.0,77.0,75.0,73.0,75.0
641,2009/2010,21/02/10,Fulham,Birmingham,2.0,1.0,H,0.0,1.0,A,P Dowd,11.0,9.0,6.0,6.0,9.0,16.0,3.0,1.0,1.0,1.0,0.0,0.0,2.05,3.2,3.3,76.0,76.0,77.0,76.0,73.0,75.0,71.0,74.0
642,2009/2010,21/02/10,Man City,Liverpool,0.0,0.0,D,0.0,0.0,D,P Walton,4.0,6.0,1.0,2.0,7.0,15.0,8.0,5.0,1.0,6.0,0.0,0.0,2.4,3.2,2.7,84.0,80.0,80.0,81.0,88.0,82.0,81.0,82.0
643,2009/2010,21/02/10,Wigan,Tottenham,0.0,3.0,A,0.0,1.0,A,A Wiley,8.0,13.0,7.0,12.0,17.0,13.0,3.0,2.0,3.0,4.0,0.0,0.0,3.4,3.25,2.0,74.0,74.0,74.0,74.0,81.0,78.0,78.0,79.0
644,2009/2010,23/02/10,Man United,West Ham,3.0,0.0,H,1.0,0.0,H,A Wiley,12.0,10.0,9.0,4.0,10.0,12.0,6.0,7.0,0.0,1.0,0.0,0.0,1.2,6.0,15.0,86.0,81.0,84.0,82.0,76.0,76.0,75.0,76.0
645,2009/2010,27/02/10,Birmingham,Wigan,1.0,0.0,H,1.0,0.0,H,A Taylor,10.0,11.0,5.0,2.0,16.0,18.0,2.0,7.0,1.0,3.0,0.0,0.0,1.91,3.3,4.2,73.0,75.0,71.0,74.0,74.0,74.0,74.0,74.0
646,2009/2010,27/02/10,Bolton,Wolves,1.0,0.0,H,1.0,0.0,H,A Marriner,16.0,6.0,9.0,4.0,10.0,6.0,7.0,11.0,0.0,2.0,0.0,0.0,1.95,3.3,4.0,77.0,75.0,73.0,75.0,75.0,72.0,69.0,72.0
647,2009/2010,27/02/10,Burnley,Portsmouth,1.0,2.0,A,1.0,1.0,D,M Clattenburg,14.0,13.0,8.0,5.0,12.0,13.0,4.0,3.0,1.0,2.0,0.0,1.0,2.05,3.4,3.5,75.0,72.0,70.0,72.0,75.0,74.0,74.0,75.0
648,2009/2010,27/02/10,Chelsea,Man City,2.0,4.0,A,1.0,1.0,D,M Dean,23.0,8.0,13.0,6.0,21.0,12.0,3.0,2.0,3.0,1.0,2.0,0.0,1.44,4.2,7.5,85.0,84.0,84.0,83.0,84.0,80.0,80.0,81.0
649,2009/2010,27/02/10,Stoke,Arsenal,1.0,3.0,A,1.0,1.0,D,P Walton,4.0,17.0,3.0,11.0,12.0,7.0,3.0,6.0,0.0,1.0,1.0,0.0,5.5,3.4,1.7,76.0,72.0,75.0,73.0,85.0,82.0,82.0,81.0
650,2009/2010,28/02/10,Liverpool,Blackburn,2.0,1.0,H,2.0,1.0,H,A Wiley,12.0,12.0,6.0,7.0,10.0,22.0,4.0,5.0,1.0,5.0,0.0,0.0,1.36,4.5,9.0,88.0,82.0,81.0,82.0,75.0,75.0,75.0,75.0
651,2009/2010,28/02/10,Sunderland,Fulham,0.0,0.0,D,0.0,0.0,D,M Atkinson,12.0,3.0,5.0,1.0,15.0,16.0,2.0,2.0,3.0,3.0,0.0,0.0,2.2,3.3,3.3,78.0,77.0,74.0,75.0,76.0,76.0,77.0,76.0
652,2009/2010,28/02/10,Tottenham,Everton,2.0,1.0,H,2.0,0.0,H,S Bennett,13.0,14.0,9.0,10.0,9.0,18.0,6.0,9.0,1.0,4.0,0.0,0.0,1.91,3.4,4.0,81.0,78.0,78.0,79.0,80.0,77.0,79.0,79.0
653,2009/2010,06/03/10,Arsenal,Burnley,3.0,1.0,H,1.0,0.0,H,C Foy,20.0,8.0,11.0,5.0,5.0,12.0,8.0,2.0,0.0,4.0,0.0,0.0,1.12,8.0,21.0,85.0,82.0,82.0,81.0,75.0,72.0,70.0,72.0
654,2009/2010,06/03/10,West Ham,Bolton,1.0,2.0,A,0.0,2.0,A,L Probert,18.0,15.0,8.0,7.0,13.0,21.0,6.0,3.0,2.0,5.0,0.0,1.0,1.73,3.5,5.0,76.0,76.0,75.0,76.0,77.0,75.0,73.0,75.0
655,2009/2010,06/03/10,Wolves,Man United,0.0,1.0,A,0.0,0.0,D,P Walton,12.0,15.0,6.0,6.0,9.0,8.0,2.0,4.0,2.0,1.0,0.0,0.0,10.0,4.6,1.33,75.0,72.0,69.0,72.0,86.0,81.0,84.0,82.0
656,2009/2010,07/03/10,Everton,Hull,5.0,1.0,H,2.0,1.0,H,L Mason,18.0,7.0,10.0,4.0,12.0,21.0,4.0,1.0,0.0,1.0,0.0,0.0,1.36,4.5,9.0,80.0,77.0,79.0,79.0,70.0,72.0,73.0,73.0
657,2009/2010,08/03/10,Wigan,Liverpool,1.0,0.0,H,1.0,0.0,H,A Marriner,12.0,11.0,4.0,3.0,15.0,14.0,4.0,7.0,1.0,5.0,0.0,0.0,6.0,3.6,1.62,74.0,74.0,74.0,74.0,88.0,82.0,81.0,82.0
658,2009/2010,09/03/10,Portsmouth,Birmingham,1.0,2.0,A,0.0,2.0,A,M Jones,11.0,10.0,8.0,6.0,12.0,13.0,5.0,6.0,1.0,2.0,0.0,0.0,2.15,3.2,2.9,75.0,74.0,74.0,75.0,73.0,75.0,71.0,74.0
659,2009/2010,09/03/10,Sunderland,Bolton,4.0,0.0,H,1.0,0.0,H,S Bennett,12.0,7.0,7.0,2.0,14.0,10.0,2.0,7.0,2.0,2.0,0.0,1.0,2.0,3.2,3.2,78.0,77.0,74.0,75.0,77.0,75.0,73.0,75.0
660,2009/2010,10/03/10,Burnley,Stoke,1.0,1.0,D,0.0,1.0,A,H Webb,10.0,8.0,3.0,3.0,12.0,10.0,4.0,4.0,2.0,0.0,0.0,0.0,2.4,3.1,2.6,75.0,72.0,70.0,72.0,76.0,72.0,75.0,73.0
661,2009/2010,13/03/10,Birmingham,Everton,2.0,2.0,D,1.0,2.0,A,L Probert,7.0,13.0,4.0,11.0,10.0,11.0,5.0,4.0,1.0,1.0,0.0,0.0,3.0,3.2,2.38,73.0,75.0,71.0,74.0,80.0,77.0,79.0,79.0
662,2009/2010,13/03/10,Bolton,Wigan,4.0,0.0,H,1.0,0.0,H,M Dean,8.0,13.0,6.0,7.0,20.0,13.0,3.0,6.0,1.0,2.0,0.0,0.0,2.1,3.25,3.6,77.0,75.0,73.0,75.0,74.0,74.0,74.0,74.0
663,2009/2010,13/03/10,Burnley,Wolves,1.0,2.0,A,0.0,1.0,A,S Bennett,22.0,7.0,11.0,3.0,10.0,21.0,11.0,6.0,1.0,4.0,0.0,0.0,2.25,3.2,3.3,75.0,72.0,70.0,72.0,75.0,72.0,69.0,72.0
664,2009/2010,13/03/10,Chelsea,West Ham,4.0,1.0,H,1.0,1.0,D,M Clattenburg,22.0,4.0,15.0,2.0,13.0,10.0,11.0,1.0,0.0,1.0,0.0,0.0,1.22,5.5,15.0,85.0,84.0,84.0,83.0,76.0,76.0,75.0,76.0
665,2009/2010,13/03/10,Hull,Arsenal,1.0,2.0,A,1.0,1.0,D,A Marriner,7.0,18.0,2.0,9.0,16.0,13.0,2.0,8.0,2.0,2.0,1.0,0.0,9.0,4.6,1.36,70.0,72.0,73.0,73.0,85.0,82.0,82.0,81.0
666,2009/2010,13/03/10,Stoke,Aston Villa,0.0,0.0,D,0.0,0.0,D,K Friend,13.0,10.0,6.0,5.0,6.0,6.0,8.0,6.0,0.0,4.0,0.0,0.0,3.2,3.2,2.3,76.0,72.0,75.0,73.0,82.0,79.0,76.0,79.0
667,2009/2010,13/03/10,Tottenham,Blackburn,3.0,1.0,H,1.0,0.0,H,H Webb,14.0,10.0,7.0,7.0,12.0,7.0,5.0,6.0,0.0,0.0,0.0,0.0,1.44,4.0,8.0,81.0,78.0,78.0,79.0,75.0,75.0,75.0,75.0
668,2009/2010,14/03/10,Man United,Fulham,3.0,0.0,H,0.0,0.0,D,M Jones,33.0,8.0,19.0,5.0,7.0,11.0,11.0,1.0,1.0,1.0,0.0,0.0,1.22,5.5,15.0,86.0,81.0,84.0,82.0,76.0,76.0,77.0,76.0
669,2009/2010,14/03/10,Sunderland,Man City,1.0,1.0,D,1.0,0.0,H,C Foy,12.0,13.0,7.0,9.0,12.0,10.0,3.0,7.0,2.0,4.0,0.0,0.0,3.4,3.25,2.15,78.0,77.0,74.0,75.0,84.0,80.0,80.0,81.0
670,2009/2010,15/03/10,Liverpool,Portsmouth,4.0,1.0,H,3.0,0.0,H,S Attwell,23.0,7.0,12.0,3.0,10.0,15.0,8.0,4.0,0.0,2.0,0.0,0.0,1.22,5.75,13.0,88.0,82.0,81.0,82.0,75.0,74.0,74.0,75.0
671,2009/2010,16/03/10,Wigan,Aston Villa,1.0,2.0,A,1.0,1.0,D,S Bennett,10.0,18.0,6.0,10.0,10.0,14.0,7.0,8.0,2.0,1.0,0.0,0.0,3.4,3.25,2.15,74.0,74.0,74.0,74.0,82.0,79.0,76.0,79.0
672,2009/2010,20/03/10,Arsenal,West Ham,2.0,0.0,H,1.0,0.0,H,M Atkinson,9.0,8.0,5.0,4.0,7.0,24.0,4.0,2.0,1.0,4.0,1.0,0.0,1.22,5.5,15.0,85.0,82.0,82.0,81.0,76.0,76.0,75.0,76.0
673,2009/2010,20/03/10,Aston Villa,Wolves,2.0,2.0,D,1.0,2.0,A,M Clattenburg,11.0,7.0,3.0,4.0,10.0,12.0,7.0,5.0,1.0,2.0,0.0,0.0,1.4,4.2,9.0,82.0,79.0,76.0,79.0,75.0,72.0,69.0,72.0
674,2009/2010,20/03/10,Everton,Bolton,2.0,0.0,H,0.0,0.0,D,A Wiley,18.0,6.0,11.0,4.0,12.0,17.0,6.0,3.0,1.0,1.0,0.0,1.0,1.53,3.8,6.5,80.0,77.0,79.0,79.0,77.0,75.0,73.0,75.0
675,2009/2010,20/03/10,Portsmouth,Hull,3.0,2.0,H,1.0,1.0,D,P Dowd,18.0,9.0,10.0,5.0,7.0,8.0,11.0,1.0,1.0,0.0,0.0,0.0,2.1,3.3,3.5,75.0,74.0,74.0,75.0,70.0,72.0,73.0,73.0
676,2009/2010,20/03/10,Stoke,Tottenham,1.0,2.0,A,0.0,0.0,D,M Dean,8.0,16.0,4.0,9.0,7.0,9.0,6.0,7.0,2.0,2.0,1.0,0.0,3.5,3.3,2.1,76.0,72.0,75.0,73.0,81.0,78.0,78.0,79.0
677,2009/2010,20/03/10,Sunderland,Birmingham,3.0,1.0,H,2.0,0.0,H,P Walton,11.0,21.0,9.0,14.0,8.0,8.0,7.0,10.0,0.0,1.0,0.0,0.0,2.1,3.3,3.5,78.0,77.0,74.0,75.0,73.0,75.0,71.0,74.0
678,2009/2010,20/03/10,Wigan,Burnley,1.0,0.0,H,0.0,0.0,D,M Jones,21.0,13.0,11.0,8.0,10.0,15.0,5.0,3.0,1.0,3.0,0.0,0.0,1.73,3.5,5.0,74.0,74.0,74.0,74.0,75.0,72.0,70.0,72.0
679,2009/2010,21/03/10,Blackburn,Chelsea,1.0,1.0,D,0.0,1.0,A,S Bennett,8.0,14.0,4.0,8.0,10.0,9.0,3.0,11.0,0.0,1.0,0.0,0.0,7.5,4.2,1.44,75.0,75.0,75.0,75.0,85.0,84.0,84.0,83.0
680,2009/2010,21/03/10,Fulham,Man City,1.0,2.0,A,0.0,2.0,A,L Probert,10.0,14.0,4.0,9.0,8.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,3.1,3.3,2.3,76.0,76.0,77.0,76.0,84.0,80.0,80.0,81.0
681,2009/2010,21/03/10,Man United,Liverpool,2.0,1.0,H,1.0,1.0,D,H Webb,10.0,4.0,5.0,2.0,10.0,15.0,1.0,2.0,2.0,3.0,0.0,0.0,1.67,3.5,5.5,86.0,81.0,84.0,82.0,88.0,82.0,81.0,82.0
682,2009/2010,23/03/10,West Ham,Wolves,1.0,3.0,A,0.0,1.0,A,P Dowd,17.0,5.0,10.0,4.0,9.0,24.0,8.0,5.0,0.0,2.0,0.0,0.0,1.7,3.3,4.33,76.0,76.0,75.0,76.0,75.0,72.0,69.0,72.0
683,2009/2010,24/03/10,Aston Villa,Sunderland,1.0,1.0,D,1.0,1.0,D,M Dean,11.0,10.0,4.0,5.0,5.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,1.5,3.4,6.0,82.0,79.0,76.0,79.0,78.0,77.0,74.0,75.0
684,2009/2010,24/03/10,Blackburn,Birmingham,2.0,1.0,H,1.0,0.0,H,M Clattenburg,9.0,8.0,7.0,5.0,18.0,10.0,5.0,6.0,2.0,1.0,0.0,0.0,1.91,3.2,3.5,75.0,75.0,75.0,75.0,73.0,75.0,71.0,74.0
685,2009/2010,24/03/10,Man City,Everton,0.0,2.0,A,0.0,1.0,A,P Walton,12.0,10.0,5.0,7.0,11.0,10.0,7.0,4.0,3.0,2.0,0.0,0.0,1.8,3.3,3.75,84.0,80.0,80.0,81.0,80.0,77.0,79.0,79.0
686,2009/2010,24/03/10,Portsmouth,Chelsea,0.0,5.0,A,0.0,1.0,A,L Mason,10.0,20.0,6.0,11.0,11.0,11.0,1.0,6.0,3.0,2.0,0.0,0.0,9.5,5.0,1.22,75.0,74.0,74.0,75.0,85.0,84.0,84.0,83.0
687,2009/2010,27/03/10,Birmingham,Arsenal,1.0,1.0,D,0.0,0.0,D,H Webb,7.0,13.0,3.0,8.0,13.0,13.0,3.0,6.0,3.0,2.0,0.0,0.0,6.5,3.8,1.53,73.0,75.0,71.0,74.0,85.0,82.0,82.0,81.0
688,2009/2010,27/03/10,Bolton,Man United,0.0,4.0,A,0.0,1.0,A,M Atkinson,14.0,13.0,10.0,8.0,14.0,15.0,11.0,6.0,0.0,0.0,0.0,0.0,8.0,4.5,1.4,77.0,75.0,73.0,75.0,86.0,81.0,84.0,82.0
689,2009/2010,27/03/10,Chelsea,Aston Villa,7.0,1.0,H,2.0,1.0,H,P Walton,13.0,7.0,11.0,5.0,12.0,5.0,8.0,6.0,3.0,2.0,0.0,0.0,1.36,4.6,8.5,85.0,84.0,84.0,83.0,82.0,79.0,76.0,79.0
690,2009/2010,27/03/10,Hull,Fulham,2.0,0.0,H,1.0,0.0,H,C Foy,7.0,12.0,4.0,9.0,11.0,15.0,6.0,8.0,2.0,4.0,0.0,0.0,2.5,3.2,2.88,70.0,72.0,73.0,73.0,76.0,76.0,77.0,76.0
691,2009/2010,27/03/10,Tottenham,Portsmouth,2.0,0.0,H,2.0,0.0,H,K Friend,16.0,8.0,8.0,3.0,5.0,9.0,11.0,2.0,0.0,1.0,0.0,0.0,1.2,6.0,15.0,81.0,78.0,78.0,79.0,75.0,74.0,74.0,75.0
692,2009/2010,27/03/10,West Ham,Stoke,0.0,1.0,A,0.0,0.0,D,A Marriner,17.0,12.0,7.0,7.0,14.0,17.0,6.0,7.0,0.0,2.0,0.0,0.0,2.1,3.2,3.6,76.0,76.0,75.0,76.0,76.0,72.0,75.0,73.0
693,2009/2010,27/03/10,Wolves,Everton,0.0,0.0,D,0.0,0.0,D,M Jones,9.0,22.0,2.0,13.0,14.0,12.0,3.0,7.0,1.0,1.0,0.0,0.0,3.8,3.3,2.0,75.0,72.0,69.0,72.0,80.0,77.0,79.0,79.0
694,2009/2010,28/03/10,Burnley,Blackburn,0.0,1.0,A,0.0,1.0,A,M Dean,7.0,12.0,3.0,5.0,15.0,12.0,7.0,2.0,3.0,2.0,0.0,0.0,2.62,3.3,2.62,75.0,72.0,70.0,72.0,75.0,75.0,75.0,75.0
695,2009/2010,28/03/10,Liverpool,Sunderland,3.0,0.0,H,2.0,0.0,H,P Dowd,25.0,7.0,16.0,2.0,11.0,9.0,9.0,2.0,0.0,1.0,0.0,0.0,1.29,5.0,11.0,88.0,82.0,81.0,82.0,78.0,77.0,74.0,75.0
696,2009/2010,29/03/10,Man City,Wigan,3.0,0.0,H,0.0,0.0,D,S Attwell,10.0,9.0,8.0,3.0,12.0,13.0,3.0,4.0,3.0,2.0,0.0,1.0,1.33,4.8,9.5,84.0,80.0,80.0,81.0,74.0,74.0,74.0,74.0
697,2009/2010,03/04/10,Arsenal,Wolves,1.0,0.0,H,0.0,0.0,D,A Marriner,23.0,3.0,13.0,2.0,10.0,13.0,10.0,4.0,0.0,2.0,0.0,1.0,1.2,6.0,15.0,85.0,82.0,82.0,81.0,75.0,72.0,69.0,72.0
698,2009/2010,03/04/10,Bolton,Aston Villa,0.0,1.0,A,0.0,1.0,A,M Jones,14.0,13.0,10.0,9.0,13.0,14.0,6.0,8.0,2.0,0.0,0.0,0.0,3.0,3.25,2.38,77.0,75.0,73.0,75.0,82.0,79.0,76.0,79.0
699,2009/2010,03/04/10,Burnley,Man City,1.0,6.0,A,0.0,5.0,A,A Wiley,14.0,20.0,7.0,14.0,5.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,5.0,3.6,1.7,75.0,72.0,70.0,72.0,84.0,80.0,80.0,81.0
700,2009/2010,03/04/10,Man United,Chelsea,1.0,2.0,A,0.0,1.0,A,M Dean,9.0,11.0,3.0,5.0,14.0,11.0,3.0,3.0,3.0,1.0,0.0,0.0,2.62,3.1,2.75,86.0,81.0,84.0,82.0,85.0,84.0,84.0,83.0
701,2009/2010,03/04/10,Portsmouth,Blackburn,0.0,0.0,D,0.0,0.0,D,S Bennett,6.0,16.0,3.0,8.0,11.0,10.0,1.0,9.0,2.0,1.0,1.0,0.0,3.1,3.3,2.3,75.0,74.0,74.0,75.0,75.0,75.0,75.0,75.0
702,2009/2010,03/04/10,Stoke,Hull,2.0,0.0,H,1.0,0.0,H,L Probert,9.0,5.0,3.0,3.0,12.0,12.0,3.0,2.0,3.0,2.0,0.0,0.0,1.8,3.4,4.6,76.0,72.0,75.0,73.0,70.0,72.0,73.0,73.0
703,2009/2010,03/04/10,Sunderland,Tottenham,3.0,1.0,H,2.0,0.0,H,L Mason,11.0,12.0,10.0,9.0,16.0,15.0,6.0,6.0,2.0,0.0,0.0,0.0,3.5,3.3,2.1,78.0,77.0,74.0,75.0,81.0,78.0,78.0,79.0
704,2009/2010,04/04/10,Birmingham,Liverpool,1.0,1.0,D,0.0,0.0,D,M Atkinson,8.0,16.0,3.0,8.0,14.0,9.0,5.0,4.0,2.0,1.0,0.0,0.0,4.8,3.5,1.75,73.0,75.0,71.0,74.0,88.0,82.0,81.0,82.0
705,2009/2010,04/04/10,Everton,West Ham,2.0,2.0,D,1.0,0.0,H,H Webb,10.0,10.0,5.0,5.0,7.0,17.0,2.0,8.0,2.0,3.0,0.0,0.0,1.4,4.33,8.5,80.0,77.0,79.0,79.0,76.0,76.0,75.0,76.0
706,2009/2010,04/04/10,Fulham,Wigan,2.0,1.0,H,0.0,1.0,A,M Clattenburg,7.0,12.0,5.0,7.0,11.0,10.0,6.0,3.0,1.0,2.0,0.0,0.0,2.0,3.3,3.8,76.0,76.0,77.0,76.0,74.0,74.0,74.0,74.0
707,2009/2010,10/04/10,Hull,Burnley,1.0,4.0,A,1.0,1.0,D,M Atkinson,11.0,9.0,4.0,7.0,19.0,14.0,6.0,1.0,5.0,1.0,0.0,0.0,1.7,3.6,5.0,70.0,72.0,73.0,73.0,75.0,72.0,70.0,72.0
708,2009/2010,10/04/10,West Ham,Sunderland,1.0,0.0,H,0.0,0.0,D,M Jones,10.0,9.0,6.0,7.0,12.0,20.0,2.0,7.0,1.0,3.0,0.0,0.0,2.0,3.3,3.8,76.0,76.0,75.0,76.0,78.0,77.0,74.0,75.0
709,2009/2010,11/04/10,Blackburn,Man United,0.0,0.0,D,0.0,0.0,D,P Walton,8.0,13.0,7.0,6.0,14.0,12.0,1.0,7.0,1.0,2.0,0.0,0.0,7.5,4.2,1.44,75.0,75.0,75.0,75.0,86.0,81.0,84.0,82.0
710,2009/2010,11/04/10,Liverpool,Fulham,0.0,0.0,D,0.0,0.0,D,A Marriner,18.0,2.0,9.0,2.0,6.0,16.0,10.0,1.0,1.0,3.0,0.0,0.0,1.3,4.8,11.0,88.0,82.0,81.0,82.0,76.0,76.0,77.0,76.0
711,2009/2010,11/04/10,Man City,Birmingham,5.0,1.0,H,3.0,1.0,H,P Dowd,17.0,5.0,8.0,3.0,12.0,9.0,8.0,4.0,0.0,3.0,0.0,0.0,1.36,4.5,9.0,84.0,80.0,80.0,81.0,73.0,75.0,71.0,74.0
712,2009/2010,11/04/10,Wolves,Stoke,0.0,0.0,D,0.0,0.0,D,C Foy,10.0,9.0,8.0,1.0,7.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,2.3,3.2,3.2,75.0,72.0,69.0,72.0,76.0,72.0,75.0,73.0
713,2009/2010,13/04/10,Chelsea,Bolton,1.0,0.0,H,1.0,0.0,H,L Probert,18.0,7.0,8.0,2.0,13.0,22.0,5.0,2.0,1.0,4.0,0.0,0.0,1.12,6.0,15.0,85.0,84.0,84.0,83.0,77.0,75.0,73.0,75.0
714,2009/2010,14/04/10,Aston Villa,Everton,2.0,2.0,D,0.0,1.0,A,M Atkinson,10.0,13.0,7.0,10.0,11.0,9.0,7.0,6.0,2.0,2.0,0.0,0.0,2.15,3.3,2.8,82.0,79.0,76.0,79.0,80.0,77.0,79.0,79.0
715,2009/2010,14/04/10,Tottenham,Arsenal,2.0,1.0,H,1.0,0.0,H,M Clattenburg,13.0,19.0,10.0,11.0,13.0,10.0,4.0,6.0,3.0,1.0,0.0,0.0,2.9,3.3,2.25,81.0,78.0,78.0,79.0,85.0,82.0,82.0,81.0
716,2009/2010,14/04/10,Wigan,Portsmouth,0.0,0.0,D,0.0,0.0,D,M Dean,24.0,6.0,14.0,2.0,16.0,9.0,10.0,3.0,2.0,1.0,0.0,0.0,1.53,3.6,5.0,74.0,74.0,74.0,74.0,75.0,74.0,74.0,75.0
717,2009/2010,17/04/10,Birmingham,Hull,0.0,0.0,D,0.0,0.0,D,M Clattenburg,10.0,11.0,7.0,4.0,11.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,1.8,3.4,4.6,73.0,75.0,71.0,74.0,70.0,72.0,73.0,73.0
718,2009/2010,17/04/10,Blackburn,Everton,2.0,3.0,A,0.0,1.0,A,A Marriner,15.0,11.0,10.0,4.0,15.0,10.0,4.0,2.0,3.0,2.0,0.0,0.0,2.75,3.2,2.6,75.0,75.0,75.0,75.0,80.0,77.0,79.0,79.0
719,2009/2010,17/04/10,Fulham,Wolves,0.0,0.0,D,0.0,0.0,D,M Dean,11.0,5.0,4.0,1.0,9.0,11.0,5.0,9.0,1.0,0.0,0.0,0.0,2.0,3.3,3.8,76.0,76.0,77.0,76.0,75.0,72.0,69.0,72.0
720,2009/2010,17/04/10,Man City,Man United,0.0,1.0,A,0.0,0.0,D,M Atkinson,8.0,13.0,5.0,3.0,8.0,12.0,7.0,5.0,2.0,1.0,0.0,0.0,2.7,3.4,2.5,84.0,80.0,80.0,81.0,86.0,81.0,84.0,82.0
721,2009/2010,17/04/10,Stoke,Bolton,1.0,2.0,A,1.0,0.0,H,S Attwell,11.0,13.0,5.0,8.0,10.0,5.0,5.0,1.0,1.0,2.0,0.0,0.0,1.95,3.3,4.0,76.0,72.0,75.0,73.0,77.0,75.0,73.0,75.0
